formatted_address,name,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,rating,opening_hours.open_now,adelaide?,south_australia?,australia?,sa?,big_list_name
"400 Fairview Ave N, Seattle, WA 98109, United States",400 Fairview by Pembroke,47.622543,-122.333917,47.62390717989273,-122.3327824201073,47.62120752010728,-122.3354820798927,4.7,False,-1,-1,-1,-1,pembroke
"Rue de Rivoli, 75001 Paris, France",Louvre Museum,48.8606111,2.337644,48.86355484999999,2.342908599999999,48.85824504999999,2.330669800000001,4.7,False,-1,-1,-1,-1,louvre
"75001 Paris, France",Louvre Pyramid,48.8610135,2.3358583,48.86267057989271,2.336913249999999,48.85997092010727,2.332693449999999,4.7,False,-1,-1,-1,-1,louvre
"Museum Gardens, Museum Street, York YO1 7FR, United Kingdom",Yorkshire Museum,53.9617291,-1.0876696,53.96340447989272,-1.08563965,53.96070482010727,-1.08834625,4.4,False,-1,-1,-1,-1,the yorkshire museum s
"Saywell Hall, 8888 University Dr W, Burnaby, BC V5A 1S6, Canada",Museum of Archaeology & Ethnology,49.2795203,-122.9144522,49.28082722989273,-122.9127855201073,49.27812757010728,-122.9154851798927,4.3,False,-1,-1,-1,0,the archaeological museum
"corner of North Terrace and, Frome Rd, Adelaide SA 5000, Australia",Lot Fourteen,-34.920865,138.6082819,-34.91958487010729,138.6097063298927,-34.92228452989274,138.6070066701072,4.7,True,39,-1,57,48,the lot fourteen business incubator
"14053 97th Ave NE, Kirkland, WA 98034, United States",dvaDataStorage,47.728105,-122.211802,47.72937212989272,-122.2103688701073,47.72667247010727,-122.2130685298927,5.0,False,-1,-1,-1,-1,dva
"Cromwell Rd, South Kensington, London SW7 5BD, United Kingdom",Natural History Museum,51.49671499999999,-0.1763672,51.49753522989273,-0.1717042000000001,51.49483557010728,-0.1801922,4.7,False,-1,-1,-1,-1,natural history museum
"13310 Interurban Ave S, Tukwila, WA 98168, United States",Vp Racing Fuels,47.4846375,-122.2706349,47.48603097989272,-122.2693658201073,47.48333132010727,-122.2720654798927,0.0,,-1,-1,-1,-1,vp
"Prestegardskogen 2, 5200 Os, Norway",Mekk Os,60.2022578,5.4569284,60.20342087989273,5.458557579892722,60.20072122010728,5.455857920107278,4.1,False,-1,-1,-1,-1,mekk
"79 Elliott St, Balmain NSW 2041, Australia",Efendy Restaurant,-33.8564482,151.1726161,-33.85515612010727,151.1739687798927,-33.85785577989271,151.1712691201072,4.3,,-1,-1,33,-1,efendy
"11930 124th Ave NE, Kirkland, WA 98034, United States",Lee Johnson Nissan of Kirkland,47.7073516,-122.1748657,47.70876912989272,-122.1737303201073,47.70606947010728,-122.1764299798927,4.4,False,-1,-1,-1,-1,nissan nissan
"14040 Interurban Ave S, Tukwila, WA 98168, United States",Great American Casino Tukwila,47.4775586,-122.260036,47.47889062989272,-122.2587089701073,47.47619097010727,-122.2614086298927,3.6,True,-1,-1,-1,-1,gac gac
"13240 NE 20th St, Bellevue, WA 98005, United States",Cadillac of Bellevue,47.6286125,-122.1623229,47.62996272989272,-122.1610217701073,47.62726307010728,-122.1637214298927,4.7,False,-1,-1,-1,-1,cadillac
"3/825 Hay St, Perth WA 6000, Australia",West Australian Opera,-31.9528712,115.8546375,-31.95148702010728,115.8559680798927,-31.95418667989272,115.8532684201073,4.8,True,-1,-1,29,-1,wa opera s
"827-905 Hay St, Perth WA 6000, Australia",His Majesty's Theatre,-31.9528565,115.8545913,-31.95146837010727,115.8559288798927,-31.95416802989272,115.8532292201073,4.6,True,-1,-1,31,-1,wa opera s
"Velo Wines, 755 W Tamar Hwy, Legana TAS 7277, Australia",Timbre Kitchen,-41.37066000000001,147.0473192,-41.36929792010728,147.0487597798927,-41.37199757989272,147.0460601201073,4.8,False,-1,-1,46,-1,tamar valley eatery timbre
"93 Barrett Dr, Alice Springs NT 0870, Australia","Crowne Plaza Alice Springs Lasseters, an IHG Hotel",-23.7183008,133.8786317,-23.71686672010728,133.8797786298927,-23.71956637989272,133.8770789701073,3.9,,-1,-1,38,-1,lassiter s hotel
"O'Hanlon Pl, Nicholls ACT 2913, Australia",Lassiters on OâHanlon,-35.1909413,149.0838646,-35.18953612010728,149.0852856798927,-35.19223577989272,149.0825860201072,4.0,,-1,-1,32,-1,lassiter s hotel
"1441 Canal St, New Orleans, LA 70112, United States","""NCIS: NO - FBI""",29.9574502,-90.0749171,29.95875397989272,-90.07362272010728,29.95605432010728,-90.07632237989272,0.0,,-1,-1,-1,-1,ncis new orleans
"Shop 300 Heaths Rd, Werribee VIC 3030, Australia",The Beauty & Brow,-37.8759258,144.6777756,-37.87491342010728,144.6786434798927,-37.87761307989272,144.6759438201073,2.7,True,-1,-1,39,-1,the pacific sideburns
"25 Belvoir St, Surry Hills NSW 2010, Australia",Belvoir St Theatre,-33.8889807,151.2091157,-33.88755017010727,151.2103993298927,-33.89024982989272,151.2076996701073,4.7,True,-1,-1,37,-1,galileo belvoir street theatre
"3438 George Washington Memorial Hwy, Hayes, VA 23072, United States",Time For A Change,37.3016501,-76.5128387,37.30302977989273,-76.51134942010727,37.30033012010728,-76.51404907989271,5.0,,-1,-1,-1,-1,change hayes
"17 Moubray St, Melbourne VIC 3004, Australia",The Commons Collective,-37.8478232,144.9814956,-37.84652222010727,144.9828347798928,-37.84922187989272,144.9801351201073,4.0,True,-1,-1,35,-1,melbourne collective alpine
"106-108 Macquarie Rd, Springwood NSW 2777, Australia",Blue Mountains Theatre And Community Hub,-33.6995402,150.568524,-33.69819082010728,150.5699351298927,-33.70089047989273,150.5672354701072,4.6,False,-1,-1,43,-1,blue mountains theatre
"579 Colombo Street, Christchurch Central City, Christchurch 8011, New Zealand",A Rolling Stone,-43.53689370000001,172.6362255,-43.53556327010728,172.6377857298927,-43.53826292989272,172.6350860701072,4.5,True,-1,-1,-1,-1,the rolling stones
"5225 Wisconsin Ave Ste 605, Washington, DC 20015, United States",Herbie Hancock Institute Of Jazz,38.9584524,-77.08429869999999,38.95979767989272,-77.08294417010727,38.95709802010727,-77.08564382989272,5.0,False,-1,-1,-1,-1,herbie hancock
"2 Watson Rd, Millers Point NSW 2000, Australia",S. H. Ervin Gallery,-33.8613623,151.2043192,-33.85987472010727,151.2058150298927,-33.86257437989271,151.2031153701073,4.6,False,-1,-1,37,-1,the salon des refuses the s h ervin gallery
"2 Raper St, Surry Hills NSW 2010, Australia",Brett Whiteley Studio,-33.8887238,151.2145671,-33.88737082010728,151.2159053798927,-33.89007047989272,151.2132057201073,4.7,False,-1,-1,34,-1,whiteley sydney
"Cultural Precinct Cnr Grey Melbourne Street, QLD 4101, Australia",Queensland Performing Arts Centre,-27.4745306,153.0190852,-27.47306040000001,153.0208416798927,-27.4763212,153.0181420201073,4.6,True,-1,-1,55,-1,jewels bolshoi ballet lyric theatre queensland performing arts centre
"Cultural Precinct Cnr Grey Melbourne Street, QLD 4101, Australia",Queensland Performing Arts Centre,-27.4745306,153.0190852,-27.47306040000001,153.0208416798927,-27.4763212,153.0181420201073,4.6,True,-1,-1,55,-1,queensland performing arts centre
"401 Broadway E, Seattle, WA 98102, United States",Broadway Market,47.6226363,-122.3214621,47.62394362989272,-122.3198415701073,47.62124397010728,-122.3225412298927,4.2,True,-1,-1,-1,-1,broadway
"3310 E Lake Sammamish Pkwy SE, Sammamish, WA 98075, United States",Glass House Dance,47.57912,-122.074006,47.58040327989272,-122.0730011201073,47.57770362010727,-122.0757007798927,5.0,False,-1,-1,-1,12,the heart dances june
"340 15th Ave E Suite 101, Seattle, WA 98112, United States",Rangeela Dance Company,47.6216271,-122.3122461,47.62300087989272,-122.3111076701073,47.62030122010727,-122.3138073298927,4.9,False,-1,-1,-1,-1,the heart dances june
"148 Darlinghurst Rd, Darlinghurst NSW 2010, Australia",Sydney Jewish Museum,-33.8789962,151.2202847,-33.87767102010728,151.2214512298927,-33.88037067989272,151.2187515701073,4.6,False,-1,-1,44,-1,sydney jewish museum
"777 6th St South Building A, Kirkland, WA 98033, United States",Google Building A,47.6693426,-122.1970353,47.67075117989272,-122.1953084701073,47.66805152010728,-122.1980081298928,4.7,False,-1,-1,-1,-1,a
"13519 King George Blvd, Surrey, BC V3T 2T8, Canada",Etihad Motors,49.2008079,-122.8470605,49.20210887989272,-122.8457083201072,49.19940922010728,-122.8484079798927,0.0,,-1,-1,-1,-1,etihad
"5000 University Way NE Unit B, Seattle, WA 98105, United States",Cathay Bank,47.6655062,-122.3127615,47.66678452989272,-122.3115670701073,47.66408487010727,-122.3142667298928,5.0,False,-1,-1,-1,-1,cathay
"1605 NW Sammamish Rd, Issaquah, WA 98027, United States",Costco Travel,47.5509093,-122.0617107,47.55232402989272,-122.0602775701073,47.54962437010727,-122.0629772298927,4.2,False,-1,-1,-1,8,thomas cook airlines
"17801 International Blvd, Seattle, WA 98158, United States",Thomas Cook Airlines,47.4422427,-122.3006962,47.44370112989272,-122.2991860201073,47.44100147010727,-122.3018856798927,1.0,,-1,-1,-1,-1,thomas cook airlines
"46-52 Mountain St, Ultimo NSW 2007, Australia",Billy Blue College of Design @ Torrens University,-33.883293,151.1968954,-33.88197217010728,151.1979590798927,-33.88467182989272,151.1952594201072,3.2,True,-1,-1,36,-1,billy blue college of design
"90 Bowen Tce, Fortitude Valley QLD 4006, Australia",Billy Blue College of Design @ Torrens University,-27.4611763,153.0360739,-27.46000327010728,153.0373132798927,-27.46270292989272,153.0346136201073,5.0,False,-1,-1,41,-1,billy blue college of design
"4030 Lake Washington Blvd NE #303, Kirkland, WA 98033, United States",Ciber Global,47.6469782,-122.1995502,47.64841742989272,-122.1980408201073,47.64571777010728,-122.2007404798928,5.0,,-1,-1,-1,-1,global and digital enterprise
"268 Beechworth Rd, Wodonga VIC 3690, Australia",Wise Owl Psychology and Education Services,-36.1321704,146.8872134,-36.13080362010728,146.8884217798927,-36.13350327989272,146.8857221201073,3.0,False,-1,-1,37,-1,wodonga wise owls book club
"125 Monash Dr, Swan Hill VIC 3585, Australia",Pioneer Settlement & Heartbeat Of The Murray Laser Spectacular,-35.3475894,143.5642331,-35.34624582010728,143.5654744798927,-35.34894547989272,143.5627748201073,4.6,False,-1,-1,35,-1,heartbeat of the murray
"Swan Hill VIC 3585, Australia",Heartbeat Of The Murray Laser Spectacular Viewing Area,-35.34713139999999,143.5653956,-35.34573992010727,143.56621145,-35.34843957989272,143.56329725,4.7,,-1,-1,20,-1,heartbeat of the murray
"775 Ballarat Rd, Deer Park VIC 3023, Australia",Hunt Club Community and Arts Centre,-37.7711552,144.778864,-37.76973322010727,144.7802035298927,-37.77243287989271,144.7775038701073,4.7,False,-1,-1,37,-1,the nuclear futures community arts project
"411 12th Ave Suite 300, Seattle, WA 98122, United States",Dads,47.6055486,-122.3169797,47.60689807989272,-122.3156287201073,47.60419842010727,-122.3183283798927,4.5,False,-1,-1,-1,-1,dad s army
"500 108th Ave NE Ste 1900, Bellevue, WA 98004, United States",The Mash Group - Morgan Stanley,47.6149813,-122.1957815,47.61634632989271,-122.1946954201073,47.61364667010727,-122.1973950798927,0.0,,-1,-1,-1,-1,m a s h
"Wellington House, 125-130 Strand, London WC2R 0AP, United Kingdom",i-view London,51.5110287,-0.1192362,51.51246562989272,-0.1179495201072778,51.50976597010728,-0.1206491798927223,4.4,False,-1,-1,-1,-1,iview
"21 Jin Gang Lu, 21, Zhangjiagang, Suzhou, Jiangsu, China, 215634","China Sdic International Trade Zhangjiagang Co.,Ltd.",31.94931,120.44623,31.95065982989272,120.4475798298927,31.94796017010728,120.4448801701073,0.0,,-1,-1,-1,-1,jiangsu sincere international trading ltd
"32 Technology Dr, Arundel QLD 4214, Australia",Morlife,-27.934557,153.3702928,-27.93316182010728,153.3715534298927,-27.93586147989272,153.3688537701073,4.7,False,-1,-1,36,-1,morlife
"242 Whitehorse Rd, Nunawading VIC 3131, Australia",Billy Hyde Music,-37.8186111,145.1659851,-37.81727942010728,145.1671347798927,-37.81997907989273,145.1644351201073,4.7,False,-1,-1,40,-1,allans billy hyde
"Unit 3/21 Lawrence Dr, Nerang QLD 4211, Australia",Pratley Guitars - Australian Made Guitars,-28.0027228,153.3437311,-28.00123247010728,153.3450153798927,-28.00393212989272,153.3423157201073,5.0,False,-1,-1,40,-1,pratley guitars
"26 Export Dr, Molendinar QLD 4214, Australia",Zuii Organic,-27.968638,153.3588129,-27.96723087010728,153.3602546798928,-27.96993052989272,153.3575550201073,4.3,False,-1,-1,35,-1,zuii organic
"29/330 South Terrace, South Fremantle WA 6162, Australia",tmf.,-32.0689277,115.7531712,-32.06745487010728,115.7545354298927,-32.07015452989272,115.7518357701073,5.0,,-1,-1,47,-1,tmf cosmetics
"Benowa QLD 4217, Australia",State of Sahaja,-28.0056979,153.3709189,-28.00450242010728,153.3725585298927,-28.00720207989272,153.3698588701073,4.0,,-1,-1,17,-1,state of sahaja
"2/27 Hutchinson St, Burleigh Heads QLD 4220, Australia",Sobah Beverages,-28.1074298,153.4223065,-28.10616487010727,153.4238168298927,-28.10886452989272,153.4211171701073,5.0,False,-1,-1,45,-1,sobah
"1/80 Smith St Motorway, Southport QLD 4215, Australia",VirtualPsychologist,-27.9631078,153.4022794,-27.96169727010728,153.4036406298927,-27.96439692989272,153.4009409701073,0.0,True,-1,-1,44,-1,mental health service virtual psychology
"10/440 Collins St, Melbourne VIC 3000, Australia",Superdraft,-37.8169986,144.9597795,-37.81582922010728,144.9612085298927,-37.81852887989272,144.9585088701073,3.0,False,-1,-1,39,-1,superdraft
"655 Main Rd, Berriedale TAS 7011, Australia",MONA,-42.8125442,147.2614594,-42.81093662010728,147.2630589298927,-42.81363627989272,147.2603592701073,4.4,False,-1,-1,34,-1,museum of old and new art
"505 Montgomery St # 2000, San Francisco, CA 94111, United States",Latham & Watkins LLP,37.7940067,-122.4031582,37.79536487989272,-122.4017411701073,37.79266522010727,-122.4044408298927,4.6,,-1,-1,-1,26,latham watkins
"9047 Meridian Ave N, Seattle, WA 98103, United States",BT Marketing,47.695482,-122.3340637,47.69683152989272,-122.3326393201073,47.69413187010727,-122.3353389798927,0.0,,-1,-1,-1,-1,bt
"3W26+VXH, Rue de Hollande, Marigot, Saint-Martin 97150, St. Martin",Archiball rugby,18.0521935,-63.087509,18.05346777989272,-63.08504345,18.05076812010727,-63.08833085000001,5.0,,-1,-1,-1,36,archiball
"17 Rue des Basques 15, 64100 Bayonne, France",ARCHIBALL COTE BASQUE,43.4889015,-1.4756148,43.49029122989273,-1.473987570107278,43.48759157010728,-1.476687229892722,4.9,,-1,-1,-1,-1,archiball
"105 Bellevue Square, Bellevue, WA 98004, United States",Tiffany & Co.,47.6165039,-122.2041023,47.61809837989272,-122.2023542201073,47.61539872010728,-122.2050538798928,3.9,False,-1,-1,-1,-1,tiffany co s
"9603 16th Ave SW, Seattle, WA 98106, United States",Ely's Creaciones,47.5171109,-122.3553453,47.51846122989271,-122.3539016201073,47.51576157010727,-122.3566012798927,5.0,False,-1,-1,-1,-1,ely s store
"Bega Valley, NSW, Australia",Bega Valley,-36.6806101,149.6564494,-36.1278567,150.0841571,-37.5050765,149.3563933,,,-1,-1,18,-1,the bega valley shire council
"224/226 Flinders St, Townsville QLD 4810, Australia",Hoi Polloi Cafe,-19.2581226,146.8188155,-19.25687027010728,146.8202037798927,-19.25956992989272,146.8175041201073,4.7,False,-1,-1,42,-1,hoi polloi espresso bar
"Landsborough St &, The Strand, Townsville QLD 4810, Australia",Juliette's Gelateria,-19.2436631,146.8092537,-19.24236707010728,146.8104825798927,-19.24506672989272,146.8077829201073,4.6,True,-1,-1,52,-1,juliette s gelateria
"253 Flinders St, Townsville QLD 4810, Australia",Perc Tucker Regional Gallery,-19.2581183,146.8180781,-19.25675152010728,146.8194247298927,-19.25945117989272,146.8167250701073,4.4,False,-1,-1,38,-1,perc tucker
"1 Plume St, South Townsville QLD 4810, Australia",Townsville Yacht Club & Marina,-19.2587627,146.8217276,-19.25735742010728,146.8229974298927,-19.26005707989272,146.8202977701073,4.3,True,-1,-1,39,-1,the townsville yacht club
"Breakwater Marina Social Room Mariners Drive, The Strand, Townsville QLD 4810, Australia",Townsville WaterSports t/a East Coast Watersports,-19.252724,146.8219712,-19.25140307010728,146.8232698798927,-19.25410272989272,146.8205702201073,4.8,False,-1,-1,79,-1,townsville watersports
"Sir Leslie Thiess Drive, Townsville QLD 4810, Australia",Townsville Boat Hire,-19.25351,146.826766,-19.25213252010728,146.8280739798927,-19.25483217989272,146.8253743201072,4.3,False,-1,-1,46,-1,townsville boat hire
"73 Lannercost St, Ingham QLD 4850, Australia",Lou's Food Emporium,-18.6507858,146.1527347,-18.64933022010728,146.1540964798927,-18.65202987989272,146.1513968201073,4.6,False,-1,-1,35,-1,lou s food emporium
"78 Lannercost St, Ingham QLD 4850, Australia",JK's Delicatessen,-18.6501775,146.1538521,-18.64882557010727,146.1552137798927,-18.65152522989272,146.1525141201073,4.6,False,-1,-1,35,-1,jk s deli
"4811/193-197 Nathan St, Cranbrook QLD 4814, Australia",Rock Climbers Association Of North Queensland Clubhouse,-19.3068563,146.7601229,-19.30535552010728,146.7616955298927,-19.30805517989272,146.7589958701073,5.0,,-1,-1,44,-1,the rock climbers association of north queensland
"20 Flemington Rd, Parkville VIC 3052, Australia",The Royal Women's Hospital,-37.7988194,144.9551944,-37.79777297010728,144.9564747298927,-37.80047262989273,144.9537750701073,3.7,True,-1,-1,38,-1,royal women s and
"Espl. des Particules 1, 1211 Meyrin, Switzerland",CERN,46.2330497,6.0556769,46.2425288,6.067658499999999,46.22782429999999,6.0284289,4.4,True,-1,-1,-1,-1,organisation for nuclear research cern
"6100 219th St SW Suite 440, Mountlake Terrace, WA 98043, United States",Assured Home Health,47.8002403,-122.3166727,47.80169942989272,-122.3154682201072,47.79899977010727,-122.3181678798927,4.3,False,-1,-1,-1,-1,lhc
"10401 NE 8th St, Bellevue, WA 98004, United States",Discovery Bellevue Office,47.6171899,-122.2010098,47.61863362989272,-122.1995266201073,47.61593397010728,-122.2022262798927,0.0,,-1,-1,-1,-1,discovery channel
"527 Marmion St, Booragoon WA 6154, Australia",Booragoon Occasional Early Education,-32.0386155,115.8316235,-32.03732927010728,115.8328317798927,-32.04002892989272,115.8301321201073,5.0,True,-1,-1,35,-1,hughesengadine occasional child care inc
"Suite 11.02, Level 11/175 Pitt St, Sydney NSW 2000, Australia",RSL NSW - The Returned and Services League of Australia New South Wales Branch,-33.8685458,151.2079514,-33.86722852010727,151.2094979298927,-33.86992817989271,151.2067982701072,3.8,False,-1,-1,52,-1,sydneyreturned services league of australia nsw state
"Tel El Kebir St, Mitchelton QLD 4053, Australia",Descendants of the Rats of Tobruk Australia Association Inc,-27.4167126,152.9780044,-27.41526917010728,152.9794156298927,-27.41796882989272,152.9767159701073,0.0,,-1,-1,38,-1,the rats of tobruk australia association inc
"32 Lake Shore Dr, Grosse Pointe Farms, MI 48236, United States",The War Memorial,42.3869576,-82.8975641,42.38875302989272,-82.89657057010727,42.38605337010728,-82.89927022989272,4.7,,-1,-1,-1,-1,dicksondayboro war memorial association
"8372 Muirfield Dr, Dublin, OH 43017, United States",Muirfield Association Inc,40.1351367,-83.1409341,40.13623077989271,-83.1389498,40.13353112010727,-83.1460166,4.5,False,-1,-1,-1,-1,fishermontville village association inc
"165 Duringan St, Currumbin QLD 4223, Australia",Currumbin Palm beach RSL Sub,-28.1374457,153.4739445,-28.13620792010728,153.4752263298927,-28.13890757989272,153.4725266701073,5.0,,-1,-1,37,-1,maranoananango rsl sub branchinstall
"3710 S Ferdinand St, Seattle, WA 98118, United States",Rainier Valley Historical Society,47.5579455,-122.2856601,47.55924602989272,-122.2843257701072,47.55654637010728,-122.2870254298927,4.7,False,-1,-1,-1,-1,lyonscoal river valley historical society inc
"700 SW 39th St #150, Renton, WA 98057, United States",Community Living - Renton Branch,47.4459421,-122.2270732,47.44731897989273,-122.2257033201073,47.44461932010729,-122.2284029798927,3.8,False,-1,-1,-1,-1,community sub branch inc
"Treloar Cres, Campbell ACT 2612, Australia",Australian War Memorial,-35.2811355,149.1484327,-35.28004505000001,149.1503852798927,-35.28330164999999,149.1476856201073,4.8,,-1,-1,33,-1,the th australian division cavalry regiment
"Mothar Mountain QLD 4570, Australia",Veterans Retreat,-26.2348834,152.7662317,-26.23381647010728,152.76694495,-26.23651612989272,152.76409195,5.0,,-1,-1,26,-1,indigoorambat veterans retreat incorporatedinstall
"20405 Gulf Victory Rd, Fort Bliss, TX 79918, United States",2ND Engineer Battalion,31.8531686,-106.345267,31.85439157989272,-106.3438504701073,31.85169192010727,-106.3465501298927,1.0,True,-1,-1,-1,-1,the nd engineer regiment
"90 Roberts Rd, Subiaco WA 6008, Australia",Perth Modernian Society,-31.944249,115.8359422,-31.94289922010728,115.8372618798928,-31.94559887989272,115.8345622201073,5.0,,-1,-1,32,-1,curtinperth modernian society museum association
"400 Flinders St, Melbourne VIC 3000, Australia",Immigration Museum,-37.81924420000001,144.9604547,-37.81787442010727,144.9615340298927,-37.82057407989272,144.9588343701073,4.4,False,-1,-1,37,-1,melbourne s immigration museum
"5031 University Way NE #203, Seattle, WA 98105, United States",Broadway Bound Childrens Theatre,47.6658945,-122.3136236,47.66743657989272,-122.3122454701073,47.66473692010727,-122.3149451298927,4.0,False,-1,-1,-1,-1,broadway musical
"Baumgartenstrasse 15, 8200 Schaffhausen, Switzerland",IWC Schaffhausen Boutique â Schaffhausen,47.6945547,8.6370114,47.69596222989272,8.638357279892722,47.69326257010728,8.635657620107278,4.8,False,-1,-1,-1,-1,iwc schaffhausen
"4450 E Marginal Way S, Seattle, WA 98134, United States",DHL Express ServicePoint,47.5639306,-122.3379457,47.56498287989272,-122.3369597201073,47.56228322010728,-122.3396593798927,3.0,False,-1,-1,-1,-1,dhl
"2102 Commerce Dr, San Jose, CA 95131, United States",Acronics,37.3941481,-121.8901933,37.39558897989272,-121.8888506201073,37.39288932010728,-121.8915502798927,0.0,False,-1,-1,-1,18,acronis engineers
"1201 Western Ave #600, Seattle, WA 98101, United States",Mercedes-Benz Research & Development North America Inc.,47.6056728,-122.3389766,47.60713557989273,-122.3375987201073,47.60443592010729,-122.3402983798927,5.0,False,-1,-1,-1,-1,daimler mercedes
"1071 Alberni St, Vancouver, BC V6Z 1X6, Canada",IWC Schaffhausen Boutique - Vancouver,49.2849724,-123.1229264,49.28626932989273,-123.1216573701073,49.28356967010728,-123.1243570298927,4.7,False,-1,-1,-1,-1,iwc
"1510 11th Ave, Seattle, WA 98122, United States",Cafe Racer,47.6144658,-122.3177907,47.61579777989272,-122.3166212201073,47.61309812010728,-122.3193208798927,4.6,True,-1,-1,-1,-1,the racing series
"132 Grenfell St, Adelaide SA 5000, Australia",The University of Adelaide College,-34.9239056,138.6045491,-34.92264637010727,138.6059044298927,-34.92534602989272,138.6032047701073,4.4,True,17,-1,35,26,adelaide teachers college
"32700 Pacific Hwy S, Federal Way, WA 98003, United States",Run Internet Explorer: Input www.teamviewer.com Select,47.3084273,-122.3129394,47.30978272989272,-122.3116124201073,47.30708307010728,-122.3143120798927,0.0,,-1,-1,-1,-1,teamviewer
"8151 164th Ave NE, Redmond, WA 98052, United States",Datarim,47.6761152,-122.1219892,47.67739367989272,-122.1206364701073,47.67469402010728,-122.1233361298927,0.0,,-1,-1,-1,-1,teamviewer
"Sturt Rd, Bedford Park SA 5042, Australia",Flinders University,-35.0253003,138.5699562,-35.0099933,138.5813273,-35.0370033,138.5630541,4.2,False,-1,-1,32,23,butterfly conservation sa flinders university s
"29 Carlton Cres, Southampton SO15 2EW, United Kingdom",Sunblink,50.9134422,-1.4042372,50.91484997989272,-1.403014320107278,50.91215032010728,-1.405713979892722,5.0,False,-1,-1,-1,-1,sunblink
"307 Dorchester St, Ocean City, MD 21842, United States",The Ocean Princess,38.330513,-75.089801,38.33194922989271,-75.08840557010728,38.32924957010727,-75.09110522989272,4.6,False,-1,-1,-1,-1,the ocean princess cruises
"20238 Fraser Hwy, Langley, BC V3A 4E7, Canada",The Hair Art Academy Ltd,49.1057192,-122.661792,49.10714192989272,-122.6604121201073,49.10444227010728,-122.6631117798928,4.8,False,-1,-1,-1,-1,rapunzel s art class
"11803 NE 116th St, Kirkland, WA 98034, United States",Eastside Subaru,47.7034635,-122.1836055,47.70499467989271,-122.1821769701072,47.70229502010727,-122.1848766298927,4.5,False,-1,-1,-1,-1,subaru
"101 20th Ave N, Nashville, TN 37203, United States",White Limozeen,36.1514635,-86.7997599,36.15291372989272,-86.79831922010727,36.15021407010727,-86.80101887989272,3.7,False,-1,-1,-1,-1,white limozeen
"2769 19th St SE, Salem, OR 97302, United States",RiverCity Rock Star Academy,44.9126533,-123.0216037,44.91404612989271,-123.0201639701073,44.91134647010727,-123.0228636298927,4.9,False,-1,-1,-1,17,the rivercity steel band
"207 Cascade Ave, Hood River, OR 97031, United States",The River City Saloon,45.7094821,-121.5126392,45.71088467989272,-121.5113021701073,45.70818502010727,-121.5140018298927,4.4,True,-1,-1,-1,-1,the rivercity steel band
"85 Pike St, Seattle, WA 98101, United States",Pike Place Market,47.6089649,-122.3405821,47.61024612989272,-122.3393231201073,47.60754647010728,-122.3420227798927,4.6,False,-1,-1,-1,-1,free market think tank
"10400 NE 4th St #670, Bellevue, WA 98004, United States",Fingerprint Marketing,47.6142475,-122.2007738,47.61557047989272,-122.1991893701073,47.61287082010728,-122.2018890298927,5.0,False,-1,-1,-1,-1,home fire creative industries
"3 Park Home Ave, Toronto, ON M2N 6L3, Canada",Hotel Novotel Toronto North York,43.768723,-79.4142573,43.77011342989272,-79.41297572010728,43.76741377010728,-79.41567537989272,3.9,,-1,-1,-1,-1,novotel
"15600 Redmond Way # 205, Redmond, WA 98052, United States",Drug & Device Development Co,47.6745593,-122.1313879,47.67582597989272,-122.1301583701073,47.67312632010727,-122.1328580298927,0.0,,-1,-1,-1,-1,medical goods regulator
"6-8 Central Ave, Eveleigh NSW 2015, Australia",Seven West Media,-33.8961516,151.1942707,-33.89499047010727,151.1956749298927,-33.89769012989272,151.1929752701073,3.6,True,-1,-1,36,-1,seven west media
"1336 Rush Rd, Napavine, WA 98532, United States",Ramblin Jacks Rib Eye,46.60642,-122.9046884,46.60774862989272,-122.9034916201072,46.60504897010728,-122.9061912798927,4.4,False,-1,-1,-1,-1,eyejack
"111 Bellevue Square Suite 111, Bellevue, WA 98004, United States",Michael Kors,47.6162597,-122.2041389,47.61760052989272,-122.20159805,47.61490087010728,-122.20498585,3.5,False,-1,-1,-1,-1,mk
"8260 Greensboro Dr Suite 503, McLean, VA 22102, United States",SpaceLink Corporation,38.9241459,-77.22932279999999,38.92552812989273,-77.22809702010727,38.92282847010728,-77.23079667989272,0.0,False,-1,-1,-1,-1,spacex ses ksat
"104 17th Ave S, Seattle, WA 98144, United States",Langston,47.60148479999999,-122.3099775,47.60279252989272,-122.3087716701072,47.60009287010728,-122.3114713298927,4.7,,-1,-1,-1,-1,the space information sharing and analysis centre
"11321 NE 120th St, Kirkland, WA 98034, United States",Pacific Rim Aerospace,47.706101,-122.1899094,47.70750577989272,-122.1885192201073,47.70480612010727,-122.1912188798928,0.0,,-1,-1,-1,-1,aerospace corp
"Suite 12, Level 1/118 Halifax St, Adelaide SA 5000, Australia",Impressive Advertising,-34.9325583,138.6040987,-34.93126457010728,138.6054528298927,-34.93396422989272,138.6027531701072,5.0,False,34,-1,52,43,impressive advertising
"level 3/223 Liverpool St, Darlinghurst NSW 2010, Australia",Jelix Ventures,-33.8774086,151.2139668,-33.87603172010728,151.2152249798928,-33.87873137989272,151.2125253201073,0.0,,-1,-1,49,-1,jelix ventures rad ventures
