link,tech,person,nationality,building,organization,country,location,product,event,money
https://www.proquest.com/anznews/docview/2645823436/38C549A391024716PQ/167?accountid=14649,artificial intelligence,"michelle perugini, perugini, ashleigh storr, storr",,lot fourteen,"ai healthcare company, presagen, flinders fertility s","adelaide, us",innovation district,"life whisperer genetics, pgt a",,
https://www.proquest.com/anznews/docview/2543568700/38C549A391024716PQ/168?accountid=14649,artificial intelligence,"tammy barton, barton",,,"mybudget, the state government s entrepreneurship advisory board","adelaide, australia, philippines, sri lanka",,,,
https://www.proquest.com/anznews/docview/2611193177/38C549A391024716PQ/169?accountid=14649,artificial intelligence,"dan tehan, anne marie trevelyan, caroline kennedy, liz truss, cop, qantas, tehan, trevelyan, david mccredie, mccredie, boris johnson","australian, australians, aukus, british",,"aukus, ukfta, covid, wto, aukfta, chamber of commerce, the australian institute of machine learning, fta","australia, uk, britain, us, london, geneva, adelaide, aukus",,,brexit,
https://www.proquest.com/anznews/docview/2569368074/38C549A391024716PQ/170?accountid=14649,artificial intelligence,"adelaide hendri mentz, mentz, steven marshall",australian,,"deloitte, australian centre for innovation and technology, mtx, accenture","adelaide, south australia s, australia, south australia, sa",the asia pacific region,,,
https://www.proquest.com/anznews/docview/2543156236/38C549A391024716PQ/171?accountid=14649,artificial intelligence,"david speirs, speirs, keelty, mick keelty s, patrick o connor, david paton, paton, craig baulderstone, baulderstone, mahdi kazemi",australian,newland head conservation park,"environment, the national parks and wildlife service, nature conservation society of sa, the university of adelaide, the environment department, the bandicoot recovery team, university of adelaide, the australian institute for machine learning, the university of the sunshine coast",adelaide,"the adelaide hills, kangaroo island, cudlee creek, the fleurieu peninsula",noburn national bush fire resilience network,the bushfire data quest,
https://www.proquest.com/anznews/docview/2615915331/38C549A391024716PQ/172?accountid=14649,artificial intelligence,"bonato, kelly, constance victoria buxton",south australian,,,adelaide,,,,
https://www.proquest.com/anznews/docview/2578377468/38C549A391024716PQ/173?accountid=14649,artificial intelligence,"morrison, peter dutton, dutton, greg moriarty, joe biden, boris johnson, heu morrison, biden johnson morrison, hans j ohff",french,the asc yard,"ran submarine squadron, the defence department, the french based naval group, the department of defence, naval shipbuilding advisory board, naval group s, naval group, bn, defence, senate, the australian parliament, the international atomic energy agency, pentagon, congress, us navy, ran, navy, the defence department s, nato, eu, asc, the university of adelaide","australia, adelaide, iran south korea, brazil, north korea, israel india, pakistan, us, uk, britain, china, russia, morrison, france, melbourne, beijing","anglosphere, western europe",aukus,,"bn plus  m in contract cancellation fees would destroy the defence department s authority apart from creating a major diplomatic rift with france there was also no obvious candidate for a, multi billion dollar, some  bn"
https://www.proquest.com/anznews/docview/2543566531/38C549A391024716PQ/174?accountid=14649,artificial intelligence,"mark datta, datta",south australian,,"oracle splunk, salesforce, accenture, tafe sa, accenture s","south australia s, australia, adelaide",,,,
https://www.proquest.com/anznews/docview/2528420909/38C549A391024716PQ/175?accountid=14649,artificial intelligence,"steve smith, pat cummins, kirkpatrick, spurrier, chris picton, michael slater, cummins, smith, moises henriques, chris lynn, ricky ponting, david hussey, brett lee, mike hussey, scott morrison, stephen wade","indian, australian, malaysian, south african, south australians","hindmarsh square, north terrace facility","sa health, playford medi, the world health organisation, medi, the indian premier league, qantas, sa health s","new delhi, adelaide, sa, india, australia, chennai, kuala lumpur, malaysia, melbourne, victoria, sydney, maldives, doha, pakistan, darwin, mount gambier",,,,
https://www.proquest.com/anznews/docview/2645823476/38C549A391024716PQ/176?accountid=14649,artificial intelligence,"luke morton co, morton, rob morris","south australian, australian",lot fourteen,"io energy, army, the australian institute for machine learning","south australia, adelaide",,,,
https://www.proquest.com/anznews/docview/2506009543/38C549A391024716PQ/177?accountid=14649,artificial intelligence,"manuri gunawardena sydney, manuri gunawardena, gunawardena, charlie carrington, carrington, colina, hripsime demirdjian, sydney, aengus tran, sydney harrison, dimitry, harrison, aengus, blake garrett, garrett, tim noakesmith, george peppou, neil perry, noakesmith, elaine yang, yang, alex harper, angus goldman, harper, rowan smith, uts mechatronics, smith, nicole liu, liu, alex, chris naoumidis, simone peters, martin karafilis, chris sampson, marcel herz, karafilis, maddy scarf, sydney tecmask, uk lachlan matheson, lachlan matheson s, matheson, benjamin xia, he heba khamis, stephen redmond, scott millar, scott miller, millar, danielle lebon melbourne, danielle lebon, natasha buttigeig, avin chadee, lebon, joseph sinclair, sinclair, justin liang, liang, eric fear, michael nixon wagga wagga, michael nixon s, nixon, jeff yew, brisbane binance, binance, yew, will bishop, bishop, james dale melbourne cleansky, james dale s, dale, alexander tran, robert hua, sanjay narayana, tran, chris dilger melbourne, chris dilger, amber truong, dilger, haddon dixon, melbourne, aircart","europe, victorian, australians, australian",bankstown lidcombe hospital,"healthmatch, tiktok, harrison ai, skip capital, chatswood high school, vow food, google, atlassian, tech gym, kin fertility, women s health news, monash university, y combinator, unsw s, woolworths, tecmask, unsw, csiro, university of sydney, bop industries, singapore airlines, apple, uni, inspace co, amp, inspace, jll cbre folkestone, macquarie bank, edukits, stanford university s, lumaway, western sydney university, waterwise, group co, the helping group, aircart, uber","australia, singapore, the united states, queensland tasmania, south australia, sydney, brisbane, canada, new south wales, victoria queensland, us, melbourne, victoria, new zealand, new york, san francisco, haddon dixon","western australia, europe","healthmatch, nerva, contactile, annoyatron, chirp, nano, miniwiki, cleansky","the world science festival, worldwide developers conference",
https://www.proquest.com/anznews/docview/2506246833/38C549A391024716PQ/178?accountid=14649,artificial intelligence,"manuri gunawardena sydney, manuri gunawardena, gunawardena, charlie carrington, carrington, colina, hripsime demirdjian, sydney, aengus tran, dimitry, harrison, aengus, blake garrett, garrett, tim noakesmith, george peppou, neil perry, noakesmith, elaine yang, yang, alex harper, angus goldman, harper, rowan smith, uts mechatronics, smith, nicole liu, liu, alex, chris naoumidis, simone peters, martin karafilis, chris sampson, marcel herz, karafilis, maddy scarf, sydney tecmask, uk lachlan matheson, lachlan matheson s, matheson, benjamin xia, he heba khamis, stephen redmond, scott millar, millar, danielle lebon melbourne, danielle lebon, natasha buttigeig, avin chadee, lebon, joseph sinclair, sinclair, justin liang, liang, eric fear, michael nixon wagga wagga, michael nixon s, nixon, jeff yew, brisbane binance, binance, yew, will bishop, bishop, james dale melbourne cleansky, james dale s, dale, alexander tran, robert hua, sanjay narayana, tran, chris dilger melbourne, chris dilger, amber truong, dilger, haddon dixon, melbourne, aircart","europe, victorian, australians, australian",bankstown lidcombe hospital,"healthmatch, tiktok, harrison ai, skip capital, chatswood high school, vow food, google, atlassian, tech gym, kin fertility, women s health news, monash university, y combinator, unsw s, woolworths, tecmask, unsw, csiro, university of sydney, bop industries, singapore airlines, apple, uni, inspace co, amp, inspace, jll cbre folkestone, macquarie bank, edukits, stanford university s, lumaway, western sydney university, waterwise, group co, the helping group, aircart, uber","australia, singapore, the united states, queensland tasmania, south australia, sydney, brisbane, canada, new south wales, victoria queensland, us, melbourne, victoria, new zealand, new york, san francisco, haddon dixon","western australia, europe","healthmatch, nerva, contactile, annoyatron, chirp, nano, miniwiki, cleansky","the world science festival, worldwide developers conference",
https://www.proquest.com/anznews/docview/2461589611/38C549A391024716PQ/179?accountid=14649,artificial intelligence,"hullihen, lan snell, snell, jochen schweitzer, schweitzer, ajay bhatia, noel lindsay, lindsay, covid, melinda edwards, edwards",,,"the macquarie business school s, coursera, mbas, the world economic forum, the university of technology sydney, mba, uts, carsales australia, adelaide business school, the university of adelaide s canon, the queensland university of technology, massachusetts institute of technology, qut","uts s, australia, adelaide, brisbane",,,,millions of dollars
https://www.proquest.com/anznews/docview/2525476105/38C549A391024716PQ/180?accountid=14649,artificial intelligence,"josh frydenberg, frydenberg, ned budget minute guide, simon birmingham, claire bickers, scott morrison, gabriel polychronis","australians, australian","the truro bypass, lot fourteen","bn, the royal commission s, pm","south australia s, australia, augusta, china, canberra, south australia",,,the great depression,about  bn
https://www.proquest.com/anznews/docview/2457729787/38C549A391024716PQ/181?accountid=14649,artificial intelligence,"daniel gannon, michael o neil, william buck, jamie mckeough, valerina changarathil, john spoehr, spoehr, chris keane bae s, steven marshall, stephen patterson, tom bowden, toyama, williams, john williams, sam and, andrew shearing, shearing",french,aldgate,"international property group colliers international, property council, wa sa centre for economic studies, accenture, hewlett packard, the australian industrial transformation institute, bae systems, b, naval group, bae, naval, massachusetts institute of technology, lgm, harcourts","australia, adelaide, sydney, melbourne, brisbane, perth, south australia, south australia s, sa, uk, france, us, victoria, sandhurst",,,covid,billions of dollars
https://www.proquest.com/anznews/docview/2556171869/38C549A391024716PQ/182?accountid=14649,artificial intelligence,doucet,"french, australian",lot fourteen,"neumann space doucet, thales alenia space airbus defence, neumann space, doucet, the australian space agency, asa","adelaide, australia, south australia s, south australia",mars,,,
https://www.proquest.com/anznews/docview/2645823468/38C549A391024716PQ/183?accountid=14649,artificial intelligence,"tetlow, andy koronios","australian, pitjantjatjara",,"myriota, inovor technologies, the national smartsat cooperative research centre, the sa government, smartsat crc, tetlow, australian space agency s","adelaide, australia, south australia s",earth,"kanyini, apogee bus",,
https://www.proquest.com/anznews/docview/2573415357/38C549A391024716PQ/184?accountid=14649,artificial intelligence,"joe biden, scott morrison, malcolm turnbull s, aukus, xi jinping s, xi, peter jennings","communist, australian, french, british, anglo elitists, european, aukus",,"department of foreign affairs and trade, navy, defence, the attack class submarine project, army, adf, the department of defence, the people s republic of china, the chinese communist party, the australian strategic policy institute","afghanistan, us, china britain, australia, beijing, china, britain, washington, canberra, adelaide, kembla, wollongong, darwin, france, paris, aukus, taiwan","the indo pacific, pacific, southeast asia, east coast",tomahawk,"brexit, world war ii",
https://www.proquest.com/anznews/docview/2503374307/38C549A391024716PQ/185?accountid=14649,artificial intelligence,"andrew forrest s, geoff, margi prideaux, prideauxs, patrick willis, kate stanton, willis, stanton, elizabeth gaines, david gonski, dame quentin bryce, peter cosgrove, christopher dore, peter fitzsimons, suzie riddel, lorena granados","australian, south australian",,"the minderoo foundation fire fund, the minderoo foundation mf, the red cross, salvation army, the minderoo foundation, fmg, fortescue metals, the minderoo foundation s, minderoo, fortescue, the business council of australia, atco accenture bp australia coles ey, woolworths group, social ventures","south australia, nsw, east gippsland, australia, mogo",kangaroo island,,,
https://www.proquest.com/anznews/docview/2531705249/38C549A391024716PQ/186?accountid=14649,artificial intelligence,"kirsten stanley  k, kirstenstanley, kirsten stanley, wa, rhys stanley, lorna jane, tess holmes, tess, lara, lydia, bogan, hayes, custom html, deni s, elle ferguson, sam frost, samantha jade, dannii minogue, mardi dangerfield, mardi, patrick, hester brown, ben brown mardi, rohan  k aimerohan, gary rohan, amie, willow, bella, sadie, gary ablett junior, levi, catriona rowntree, catrionarowntree, catriona, james pettit, britselwood, joel, brit selwood, nadia stamp, jennifer hawkins, glen talarico, custom html sandi zaljevic k sandi bella gigi, gigi, khloe kardashian, natalie bassingthwaighte, jessica mauboy, sandi bella gigi, sophie, dale, duncan miller, mark bowyer, brad cranfield, emma hawkins, tom star, myer emma, sarah czarnuch, sarah, george georgievski, george s, jamie oliver, darren grayson, k darrengrayson, david cassidy, geelong","australian, non binary lgbtqia, cats, kardashian, geelong",,"milan, bali, garnier david jones, cosmopolitan magazine, the significant other s, one in five, ena pelly, dipd nails, the bell post hill cricket club, vines of the wild, lifestyle blog, bauer media, woolmark dairy, nature one dairy, children s, homegrown kids, cartier, tiffany co, gt, the barwon health foundation, darren grayson hairstylists","paris, sydney, geelong, hamilton, melbourne, lorne, perth, victoria, australia, belmont, singapore, london","the nullarbor plain, the bellarine peninsula, little river, the you yangs, south melbourne",,"olympic, the vancouver games, socchi, the miss universe pageant, the spring racing carnival, australian open",million dollar
https://www.proquest.com/anznews/docview/2560979864/38C549A391024716PQ/187?accountid=14649,artificial intelligence,"max schubert, penfolds grange, peter gago, penfolds, tim ford, pernod ricard, stoneleigh, accolade, robert foye, foye, maria casella, filippo, john casella s, vittorio de bortoli, vittoria, giuseppina, vittorio, bilbul, griffith, giuseppe, amria sergi, antonio, sergi, bill moularadellis s, bill, samuel smith, robert hill smith, nick waterman, alister purbrick, purbrick, warren, seppeltsfield, joseph, johanna seppelt, randall, seppelt, angove, thomas angove, victoria angove, evans tate, brown, katherine brown, eliza, cynthia brown, darryl, nini sefton, forbes, ian, roslyn forbes, andrew, steven forbes, zilzie, bob, cherie berton, bertons, james ceccato, medich, sylvia franchitto, salena","australian, latin america, aussie, italians, european, italian, swedish","kingston estate, oscar seppeltsfield, the st agnes distillery, devil s corner, apslawn, karadoc, mount pleasant winery","winetitles media, independent research news corp, grange, treasury, foster s, penfolds, pernod ricard, marlborough s, pernod, carlyle group, petaluma, barossa, asx, constellation brands, brl hardy, champ, grant burge, fine wine partners, australian yinmore wines, tatachilla accolade s berri winery, news corp australia, australia s, lindeman s, peter lehmann wines, morris wines, copper grain distilling co, nepenthe australian vintage s, warburn, woolworths group, kingston estate, yalumba, the barossa yalumba, first families of wine, seppeltsfield wines, randall wine group, seppeltsfield, fino jam factory, the randall wine group, tinlins, angove family, angove s, aco, neqtar, qualia, brown family wine group, milawa, brown brothers devil s corner, csiro, winetitles, idyll wine co, idyll, zilzie wines, berton vineyards, southcorp, mcwilliam s wines, de bortoli, medich, mcwilliam s hanwood, salena estate, salena, cucina","australia, new zealand, sydney, us, california, barossa, adelaide hills, hong kong, uk, south australia s, south africa, italy, nsw, griffith, china, adelaide, venice, new south wales, calabria, greece, yalumba, tahbilk, seppeltsfield, mclaren vale, renmark, irymple, mildura, qualia, victoria, tasmania, geelong, yenda nsw, hanwood","the napa valley, rowland, the barossa valley, the southern hemisphere, europe, the sunraysia district of southern nsw, the adelaide hills, barossa, the king valley, the hunter valley, yarra valley, clare valley, clare, australia, the goulburn river, rhone, great terraced, riverland, shiraz, king valley, the moorabool valley, new south wales, south australia, barossa valley, mclaren vale, adelaide hills, the murray river, the barossa s eden valley","penfolds, ampoule, grange, jacob s creek, atmata, mcguigan zero range, caley","chinese new year, the greater london exhibition, the second world war",about  million
https://www.proquest.com/anznews/docview/2621195559/38C549A391024716PQ/188?accountid=14649,artificial intelligence,"marise payne, boris johnson s, truss, astute, virginia, johnson, ms truss, scott morrison, peter dutton, liz truss, ben wallace, boris johnson, payne, vladimir putin, markwell, simon birmingham, dan tehan, george brandis, anne marie trevelyan","australian, aukus, britain, america, aukmin, brexit, chinese, russian, tory, french, british, american","kirribilli house, the bae shipyards","nato, the conservative party, defence, huawei, oxford university, whitehall, bn, the uk australia fta, five powers","australia, aukus, china, britain, japan, india, indonesia, russia, ukraine, lithuania, global britain, wuhan, london, cornwall, adelaide, us, asean, malaysia, singapore, new zealand, uk","indo pacific, europe, the asia pacific region, the indo pacific region, the south china sea, the indo pacific, trans pacific, the asia pacific",,,
https://www.proquest.com/anznews/docview/2519783707/38C549A391024716PQ/189?accountid=14649,artificial intelligence,"tanya monro, brant gibson, gibson, claire davis, davis, sumen rai, monro",australian,,"adf, the us office of naval research s, rmit university, the university of adelaide, the university of melbourne, the university of south australia, rmit university s, defence, defence science university network adsun, victoria s, defence science institute, adsun, defence science and technology","australia, us",seamark,,,
https://www.proquest.com/anznews/docview/2579452294/38C549A391024716PQ/190?accountid=14649,artificial intelligence,"matt pearson, pearson, federico collarte, cibby pulikkaseril, paul alexander alex grant, lars rasmussen, paul gray, alexander cohda, hypr, kentley klay, scott morrison, andrew twiggy forrest, jane hunter, zoomo, mina nada","japanese, australian",,"alauda, fleet space, general motors, telstra, teijin, hitachi, veoneer, evolution group, evup, zoox, amazon, hypr, the us department of transportation s, the us senate s commerce committee, xyz studio, crayon tritium, tritium, evie networks, uber eats, doordash, zoomo co, airtree, contrarian ventures","adelaide, south australia, melbourne, bayswater, sydney, china, us, australia, new zealand",europe,"evtol, alaudamk, blanc, baraja, kw",the racing series,
https://www.proquest.com/anznews/docview/2497375231/38C549A391024716PQ/191?accountid=14649,artificial intelligence,"scandurra, stone chalk, michelle price, doug elix, adrian turner turner, andrew forrest s, heather ridout, eddie sheehy, covid",australian,,"stone chalk, the not for profit, australian cyber security growth network, austcyber, the federal government s, the department of defence, ibm, csiro s, minderoo foundation, nuix austcyber","australia, sydney, adelaide, melbourne, canberra, perth, townsville, toowoomba stone",,,,
https://www.proquest.com/anznews/docview/2570363991/38C549A391024716PQ/192?accountid=14649,artificial intelligence,"lynn mcdonald, mcdonald, saysmcdonald","south australian, australian, australia, us, american, sa",,"gps, microsoft, the australian space agency, bn, nokia, g, institute of machine learning, dish, azure space in, spacex ses ksat, viasat australia, azure global, pentagon, azure orbital microsoft, azure, lockheed martin, the australian institute of machine learning, mcdonald, the state space industry, the space information sharing and analysis centre, space isac, aerospace corp, northrop grumman","australia, us, canberra, washington",southern hemisphere,,,
https://www.proquest.com/anznews/docview/2519784650/38C549A391024716PQ/193?accountid=14649,artificial intelligence,"tas, jason scholz, rachel horne, horne, len sciacca",australian,"tas dcrc, dcrc","the queensland government, tas, the next generation technologies fund, the university of south australia, unisa, autonomy accreditation maritime, the australian maritime safety authority, dst flinders university university of sydney university of technology sydney, the western sydney university, the university of melbourne, dcrc, melbourne, the university of melbourne s","brisbane, australia, queensland, boeing, melbourne, adelaide, thales, rmit",,,,
https://www.proquest.com/anznews/docview/2515012230/38C549A391024716PQ/194?accountid=14649,artificial intelligence,"andrew forrest s, geoff, margi prideaux, prideauxs, patrick willis, kate stanton, willis, stanton, elizabeth gaines",south australian,,"the minderoo foundation fire fund, the minderoo foundation mf, forrest s, the planning squad, salvation army, the minderoo foundation, fmg, fortescue metals, the minderoo foundation s, mf","nsw, east gippsland, victoria, australia","kangaroo island, the adelaide hills, cudlee creek",,the black summer bushfires,
https://www.proquest.com/anznews/docview/2573378066/38C549A391024716PQ/195?accountid=14649,artificial intelligence,"scott morrison, morrison, joe biden, boris johnson, zhao lijian, xi, biden, johnson, macron","french, anthony albanese, aukus",,"bn, the tripartite defence alliance, aukus, the new security partnership, foreign ministry, npt, defence","china, australia, uk, us, beijing, us uk, adelaide, france","the southern pacific, indo pacific, the indo pacific",tomahawk,,
https://www.proquest.com/anznews/docview/2519784215/38C549A391024716PQ/196?accountid=14649,artificial intelligence,"margaret law, asc, steven marshall, law","french, australian, sa, australians",,"naval group s, future submarine project, naval group pacific, the australian submarine corporation, naval group pacific s r d, the international digital shipyard, flinders university, the crossing international research laboratory, naval group pacific centre national de la recherche scientifique, adelaide university of south australia flinders university, naval group pacific s","adelaide, santa, australia",,,,
https://www.proquest.com/anznews/docview/2611604766/38C549A391024716PQ/197?accountid=14649,artificial intelligence,"johnson, david frost, tehan, david mccredie","tory, australian, british, uk, chinese, eu, european, aukus",,"fta, aukus, chamber of commerce","north shropshire, brexit, australia, china, britain, us, uk, uk s, adelaide",asia pacific region,,,
https://www.proquest.com/anznews/docview/2633030750/38C549A391024716PQ/198?accountid=14649,artificial intelligence,"david williams, peter, una rockliff, terry adams, brad, cameron, andrew twiggy forrest s, andrew twiggy forrest, forrest, nicola","australian, tasmanian, atlantic, brazilian, south australian, western australian","harvest road business, harvest road, albany garden state","tassal group, tassal, ibis world data, de costi seafoods, fortune group, tassal group s, huon aquaculture group, huon aquaculture, jbs, tattarang, petuna aquaculture pty ltd privately, sealord group, petuna aquaculture s, laguna bay group, fishermans co operative limited, craig mostyn co pty ltd craig, craig mostyn group, the craig mostyn group, v v walsh, australia limited, aquna, seafarms, pacific bio, james cook university, bay sea farms, pro medicus limited, harvest road oceans, leeuwin coast, harvest road","australia, tasmania, nsw, queensland, sydney, new zealand, adelaide, south australia s, melbourne sydney, hong kong, south australia, singapore, china, thailand, malaysia greece, safcol, malaysia, oga, melbourne, yumbah, victoria, western australia s, carnarvon, albany","the eyre peninsula, the spencer gulf, the middle east, flinders bay, europe, the ballarine peninsula, murray darling basin, northern queensland, western australia","halo club, crystal bay prawns, pacific reef fishers, regenaqua",,more than  million director anthony hall
https://www.proquest.com/anznews/docview/2631949659/38C549A391024716PQ/199?accountid=14649,artificial intelligence,"david williams, peter, una rockliff, terry adams, brad, cameron, andrew twiggy forrest s, andrew twiggy forrest, forrest, nicola","australian, tasmanian, atlantic, brazilian, south australian, western australian","harvest road business, harvest road, albany garden state","tassal group, tassal, ibis world data, de costi seafoods, fortune group, tassal group s, huon aquaculture group, huon aquaculture, jbs, tattarang, petuna aquaculture pty ltd privately, sealord group, petuna aquaculture s, laguna bay group, fishermans co operative limited, craig mostyn co pty ltd craig, craig mostyn group, the craig mostyn group, v v walsh, australia limited, aquna, seafarms, pacific bio, james cook university, bay sea farms, pro medicus limited, harvest road oceans, leeuwin coast, harvest road","australia, tasmania, nsw, queensland, sydney, new zealand, adelaide, south australia s, melbourne sydney, hong kong, south australia, singapore, china, thailand, malaysia greece, safcol, malaysia, oga, melbourne, yumbah, victoria, western australia s, carnarvon, albany","the eyre peninsula, the spencer gulf, the middle east, flinders bay, europe, the ballarine peninsula, murray darling basin, northern queensland, western australia","halo club, crystal bay prawns, pacific reef fishers, regenaqua",,more than  million director anthony hall
https://www.proquest.com/anznews/docview/2526012803/38C549A391024716PQ/201?accountid=14649,artificial intelligence,"karen andrews, andrews, josh frydenberg, frydenberg, john paitaridis, ron curry, bruce ellen","australian, hawkei, aussie, australia",raaf base,"raaf, the us navy, asio, the domestic spy group, the australian criminal intelligence commission acic, the australian border force s, mygov, austcyber, cybercx, the industry interactive games and entertainment association, the australian communications and media authority, acma, seven west media, nine entertainment news corp, junkee media country press, facebook, guardian australia","australia, us, queensland, china","the delamere range, north west point, christmas island","p a poseidon, mq c triton, ea g, evolved cape class, mrh  taipan multi role helicopter, black hawk",the cold war,millions of dollars
https://www.proquest.com/anznews/docview/2595504033/38C549A391024716PQ/202?accountid=14649,artificial intelligence,"hossein rizeei mcgregor coxall, alexander newman, edith cowan, mingming cheng, shariful islam, seyedali mirjalili, anthony vasileff, xiaoguang duan, zengxia pei, peyman mayeli, lu xing yang deakin, junqi zhang, nghia nguyen trong, daniel zhang, fiona charlson, felix ogbo, simon rosenbaum, janni leung, crystal abidin, matthew fuller, miriam forbes, kelly ann allen, emily corner, zaheer allam, sefa awaworyi, rebecca collie, patrick brandful, mohsin tanveer, babar shahzad, xianbo zhao, qinglin chen",,,"ex university of technology, deakin university, university of queensland, curtin university, deakin university medical informatics, derrick wing, the university of adelaide, sydney materials engineering physics mathematics, university of adelaide electromagnetism, rmit university, university of queensland psychiatry, western sydney university, unsw psychiatry, macquarie university, monash university, university of western australia, unsw educational psychology counseling, university of melbourne urban studies planning, university of tasmania botany, university of melbourne environmental sciences",,,,,
https://www.proquest.com/anznews/docview/2525518686/38C549A391024716PQ/203?accountid=14649,artificial intelligence,"josh frydenberg, steven marshall",south australian,"lot fourteen, royal adelaide hospital, north tce biomedical precinct","the australian space agency s, the sa health and medical research institute","australia, adelaide",,,,
https://www.proquest.com/anznews/docview/2570380112/38C549A391024716PQ/204?accountid=14649,artificial intelligence,"tat jun chin, nicholas moretti, moretti, chin, stephen patterson","australian, south australian",,"ai off earth, microsoft, azure space","australia, adelaide",earth,,,
https://www.proquest.com/anznews/docview/2596802586/38C549A391024716PQ/205?accountid=14649,artificial intelligence,"hossein rizeei mcgregor coxall, alexander newman, edith cowan, mingming cheng, shariful islam, seyedali mirjalili, hwai chyuan, anthony vasileff, xiaoguang duan, lu xing yang, junqi zhang, nghia nguyen trong, daniel zhang, fiona charlson, felix ogbo, simon rosenbaum, janni leung, crystal abidin, matthew fuller, miriam forbes, kelly ann allen, emily corner, zaheer allam, sefa awaworyi, rebecca collie, patrick brandful, mohsin tanveer, babar shahzad, xianbo zhao, jinxing ma, qinglin chen",,the queensland centre of mental health research,"ex university of technology, deakin university, university of queensland, curtin university, deakin university medical informatics, derrick wing, the university of adelaide, materials engineering physics mathematics, university of adelaide electromagnetism, rmit university, university of queensland psychiatry, western sydney university, macquarie university, monash university, australian national university, university of western australia urban studies planning, unsw educational psychology counseling, university of melbourne urban studies planning life sciences, university of melbourne environmental sciences",,,,,
https://www.proquest.com/anznews/docview/2608601425/38C549A391024716PQ/206?accountid=14649,artificial intelligence,"mcgowan, joshua soderholm, nadasi, brisbane based, nicholas mccarthy",,,"google, the school of earth and environmental sciences, the university of queensland, the bureau of meteorology, google org, the university of tasmania s, phd","mcgowan, glasgow, australia, new zealand, queensland, victoria",the simpson desert,uq xpol,the united nations climate change conference,
https://www.proquest.com/anznews/docview/2475510168/38C549A391024716PQ/207?accountid=14649,artificial intelligence,pearce,australian,padthaway vineyard,"australian securities exchange, treasury wine estates, agtech, costa group","australia, new zealand, us, nsw queensland, tasmania, south australia",europe,,,
https://www.proquest.com/anznews/docview/2487094552/38C549A391024716PQ/208?accountid=14649,artificial intelligence,"melissa price, steven marshall, danielle mesa, mesa, john davis, peter malinauskas, amy zhu, melissa price comment","australian, australians, south australians",jindalee operational radar network,"french defence company, naval group, the naval shipbuilding college, bae systems, naval group australia","australia, sa, sa s",ocean borders,,,billions of dollars
https://www.proquest.com/anznews/docview/2586620721/38C549A391024716PQ/209?accountid=14649,artificial intelligence,"ravi saraogi, jared spataro, spataro","australians, australian",,"uniphore, uniphore co, microsoft",,,,,
https://www.proquest.com/anznews/docview/2468585344/38C549A391024716PQ/210?accountid=14649,artificial intelligence,"dragan gasevic, george siemens",,,"the centre for learning analytics, monash university, the centre for change and complexity in learning, university of south australia",,,,,
https://www.proquest.com/anznews/docview/2505747382/38C549A391024716PQ/211?accountid=14649,artificial intelligence,"steven marshall, di dixon, dixon, scott morrison marshall, sandy verschoor, eleanor harrald, margaret graham","australian, south australian","royal adelaide hospital site, lot fourteen, the level m entrepreneur, the australian space discovery centre, lot fourteen s, adelaide city, the adelaide botanic garden, lot fourteen timeline, the entrepreneur and innovation centre, the aboriginal art and cultures centre, the international centre for food hospitality and tourism studies, the circle first nations entrepreneur hub, stone chalk, mcewin building, sheridan kiosk caf","amazon, the australian space agency, stone chalk, the mit bigdata living lab, the australian institute for machine learning the aboriginal art and cultures centre, the international centre for food hospitality and tourism studies, the department of the premier and cabinet, australian institute, university of adelaide research institute","adelaide, queensland, south australia, dixon, adelaide city","north terrace, the east end, south australia s, south australia",,,
https://www.proquest.com/anznews/docview/2522956008/38C549A391024716PQ/212?accountid=14649,artificial intelligence,"steven marshall, alan joyce, marshall, das nobel",,"an embraer e s base, adelaide airport","qantas, mtx group, texan mtx group, the australian institute for machine learning, mit big data living lab","adelaide, us, australia, south australia",south australia,,,
https://www.proquest.com/anznews/docview/2560304716/38C549A391024716PQ/213?accountid=14649,artificial intelligence,"kellie leigh, leigh, dr topa petit, petit, grant hamilton, hamilton, abi smith, smith, sussan ley, ley",australian,,"the world wide fund for nature, landcare, the university of south australia, qut, the threatened species conservancy","victoria, queensland, vietnam, gippsland","the blue mountains, kangaroo island",,"the black summer, the black summer bushfires",
https://www.proquest.com/anznews/docview/2542120716/38C549A391024716PQ/214?accountid=14649,artificial intelligence,"terry sweeney, aiml, gavin artz, artz, sweeney, covid","south australian, british",lot fourteen,"the digital health cooperative research centre, australian institute for machine learning, covid, the sa government, department for trade and investment, aiml, the massachusetts institute of technology mit, ibm watson health, rock health","adelaide, sa, australia, south australia, us",,,,a record billion  billion
https://www.proquest.com/anznews/docview/2562638900/38C549A391024716PQ/215?accountid=14649,artificial intelligence,steven marshall,"south australians, south australian, australian","royal adelaide hospital, lot fourteen","google, sahmri sa health sa nt datalink, the australian institute for machine learning and, mit bigdata","south australia, adelaide, south australia s, australia, sydney, melbourne, hong kong, london",,"centauri, the alauda mk",,
https://www.proquest.com/anznews/docview/2521778438/38C549A391024716PQ/216?accountid=14649,artificial intelligence,"steven marshall, marshall, bob easton","south australian, australian, japanese",lot fourteen creative innovation and technology park,"accenture, oracle sap splunk, salesforce, mitsubishi heavy industries, the h u group","sydney, sa, south australia, adelaide, japan, south korea, australia, tonsley, whyalla",,,covid lockdown,
