Beach_FID,Beach_Name,total_visit_base1,% total,international_visit_beach_base,% international,interstate_visit_beach_base,% interstate,domestic_visit_beach,% domestic
130,Riecks Point,113334.00795107686,0.08302364648052193,1181.9256879980853,0.03159594215207659,1447.710479403156,0.05730979431629931,110704.37178367561,0.08499947510820297
131,Pelican / Nautilus ,84714.75241009728,0.06205840403012088,883.4642296345272,0.023617292505285367,1082.1326893961318,0.042837848267703114,82749.15549106662,0.06353529376538053
132,Campbells,84337.5735623359,0.06178209893968423,879.5307468503395,0.02351214029836795,1077.3146671591624,0.042647119619026126,82380.7281483264,0.06325241306027501
133,Hills North ,116195.74104933112,0.08512002974064305,1211.7698267713374,0.03239375346274822,1484.2658000037088,0.0587568916016956,113499.70542255607,0.08714574890235297
134,Hills/Opal Cove,97853.32169718941,0.0716831579011942,1020.4823482442583,0.027280142541747595,1249.9626707508764,0.049481650221470885,95582.87667819428,0.07338910122587083
135,Korora,42014.3453415503,0.03077791227725034,438.15475091145527,0.0117130140278991,536.6845233469713,0.02124546315257474,41039.50606729188,0.03151037685518132
136,Charlesworth Bay,35149.77892948758,0.025749224548469233,366.5662884008199,0.009799268567240492,448.99765061595525,0.017774246557854905,34334.2149904708,0.026362014484350795
137,Diggers North,49456.6941425278,0.036229858670109034,515.7687291510158,0.013787837167417546,631.7518958447272,0.02500884791876332,48309.17351753206,0.03709207076234752
138,Diggers South / Little Diggesr,101530.62540615955,0.07437699330554025,1058.8318233468995,0.028305323574032187,1296.9359598074336,0.05134115843978619,99174.85762300521,0.07614704555985077
139,Macauleys Headland,34415.74310680663,0.025211501302392827,358.91125342568665,0.009594629608376587,439.6211944933469,0.01740306545538473,33617.2106588876,0.025811494293928948
14,Norries Head,67229.63296155463,0.04924955342993604,701.1172694628956,0.018742684851272503,858.7805719081684,0.033996119140604276,65669.73512018357,0.0504216132188325
140,Park  North,113822.93476424507,0.08338181335051252,1187.0245561179163,0.031732248134585625,1453.9559522659029,0.05755703074254914,111181.95425586126,0.08536616577093471
141,Park  South / North Wall,90309.86493867493,0.06615714414343174,941.8139460552203,0.025177131912567357,1153.6037613850315,0.04566713802799959,88214.44723123468,0.0677315772702022
